00,1900,1930
01,2000,2030
02,1950,1980
03,1650,1680
04,1650,1680
05,1650,1680
06,1750,1780
07,1800,1830
08,1900,1930
09,2000,2030
10,1600,1630
11,1600,1630
12,1600,1630
13,1600,1630
14,1600,1630
15,1600,1630
16,1600,1630
17,1600,1630
18,1600,1630
19,1600,1630
20,1700,1730
21,1900,1930
22,2000,2030
23,2000,2030
